,Name,Address,Location,MinPrice,MaxPrice,Currency,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,Explanation,Min_Price($),Max_Price($)
522,Le Parc Les Crayères,"64 boulevard Henry-Vasnier, Reims, 51100, France",Reims,75.0,295.0,EUR,Modern Cuisine,4.0517461,49.2410909,33326249000,https://guide.michelin.com/en/grand-est/reims/restaurant/le-parc-les-crayeres,http://www.lescrayeres.com,2 MICHELIN Stars,Worth a detour,88.72500000000001,348.985
523,Maison Rostang,"20 rue Rennequin, Paris, 75017, France",Paris,90.0,203.0,EUR,Classic Cuisine,2.2985338,48.8813365,33147634077,https://guide.michelin.com/en/ile-de-france/paris/restaurant/maison-rostang,https://www.maisonrostang.com/,2 MICHELIN Stars,Worth a detour,106.47,240.149
524,La Scène,"32 avenue Matignon, Paris, 75008, France",Paris,75.0,250.0,EUR,Modern Cuisine,2.3143813,48.8720257,33142650561,https://guide.michelin.com/en/ile-de-france/paris/restaurant/la-scene,https://www.la-scene.paris/,2 MICHELIN Stars,Worth a detour,88.72500000000001,295.75
525,Le Pré - Xavier Beaudiment,"Route de la Baraque, Clermont-Ferrand, 63000, France",Clermont-Ferrand,45.0,180.0,EUR,Creative,3.0519431,45.7886787,33473192500,https://guide.michelin.com/en/auvergne-rhone-alpes/clermont-ferrand/restaurant/le-pre-xavier-beaudiment,https://www.restaurant-lepre.com/,2 MICHELIN Stars,Worth a detour,53.235,212.94
526,La Côte Saint-Jacques,"14 faubourg de Paris, Joigny, 89300, France",Joigny,85.0,238.0,EUR,Classic Cuisine,3.3853151,47.9833796,33386620970,https://guide.michelin.com/en/bourgogne-franche-comte/joigny/restaurant/la-cote-saint-jacques,https://www.cotesaintjacques.com/,2 MICHELIN Stars,Worth a detour,100.555,281.55400000000003
527,Le Clarence,"31 avenue Franklin-D.-Roosevelt, Paris, 75008, France",Paris,90.0,320.0,EUR,Modern Cuisine,2.3098922,48.8675042,33182821010,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-clarence,https://www.le-clarence.paris/,2 MICHELIN Stars,Worth a detour,106.47,378.56
528,La Villa Archange,"Rue de l'Ouest, Le Cannet, 06110, France",Le Cannet,90.0,350.0,EUR,Modern Cuisine,7.0143722,43.572701,33492181828,https://guide.michelin.com/en/provence-alpes-cote-dazur/le-cannet/restaurant/villa-archange,https://www.bruno-oger.com/fr,2 MICHELIN Stars,Worth a detour,106.47,414.05
529,Paul Bocuse,"40 quai de la Plage, Collonges-au-Mont-d'Or, 69660, France",Collonges-au-Mont-d'Or,195.0,295.0,EUR,Classic Cuisine,4.8475623,45.8156437,33472429090,https://guide.michelin.com/en/auvergne-rhone-alpes/collonges-au-mont-d-or/restaurant/paul-bocuse,https://www.bocuse.fr,2 MICHELIN Stars,Worth a detour,230.685,348.985
530,Le Grand Restaurant - Jean-François Piège,"7 rue d'Aguesseau, Paris, 75008, France",Paris,136.0,346.0,EUR,Modern Cuisine,2.3193648,48.8701858,33153050000,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-grand-restaurant-jean-francois-piege,http://www.jeanfrancoispiege.com/,2 MICHELIN Stars,Worth a detour,160.888,409.31800000000004
531,Le Neuvième Art,"173 rue Cuvier, Lyon, 69006, France",Lyon,120.0,190.0,EUR,Creative,4.8564194,45.767953,33472741274,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/le-neuvieme-art,https://www.leneuviemeart.com/,2 MICHELIN Stars,Worth a detour,141.96,224.77
532,Le Pressoir d'Argent - Gordon Ramsay,"Le Grand Hôtel, 2 place de la Comédie, Bordeaux, 33000, France",Bordeaux,185.0,250.0,EUR,Modern Cuisine,-0.57461,44.84241,33557304304,https://guide.michelin.com/en/nouvelle-aquitaine/bordeaux/restaurant/le-pressoir-d-argent-gordon-ramsay,https://www.bordeaux.intercontinental.com/,2 MICHELIN Stars,Worth a detour,218.85500000000002,295.75
533,La Marine,"3 rue Marie-Lemonnier, L'Herbaudière, 85330, France",L'Herbaudière,130.0,220.0,EUR,"Creative, Seafood",-2.2997432,47.0238056,33251392309,https://guide.michelin.com/en/pays-de-la-loire/l-herbaudire/restaurant/la-marine3780,https://www.alexandrecouillon.com/,2 MICHELIN Stars,Worth a detour,153.79000000000002,260.26
534,Hostellerie Jérôme,"20 rue Comte-de-Cessole, La Turbie, 06320, France",La Turbie,139.0,185.0,EUR,Mediterranean Cuisine,7.4002192,43.745144,33492415151,https://guide.michelin.com/en/provence-alpes-cote-dazur/la-turbie/restaurant/hostellerie-jerome,https://www.hostellerie-jerome.com/,2 MICHELIN Stars,Worth a detour,164.437,218.85500000000002
535,Les Morainières,"Route de Marétel, Jongieux, 73170, France",Jongieux,148.0,220.0,EUR,"Creative, Modern Cuisine",5.7982975,45.7449451,33479440939,https://guide.michelin.com/en/auvergne-rhone-alpes/jongieux/restaurant/les-morainieres,https://www.les-morainieres.com/,2 MICHELIN Stars,Worth a detour,175.084,260.26
536,Relais de la Poste,"24 avenue de Maremne, Magescq, 40140, France",Magescq,70.0,150.0,EUR,Classic Cuisine,-1.2178012,43.7787609,33558477025,https://guide.michelin.com/en/nouvelle-aquitaine/magescq/restaurant/relais-de-la-poste11709,https://www.relaisposte.com/,2 MICHELIN Stars,Worth a detour,82.81,177.45000000000002
537,Le Taillevent,"15 rue Lamennais, Paris, 75008, France",Paris,90.0,250.0,EUR,Classic Cuisine,2.3024829,48.874195,33144951501,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-taillevent,https://www.letaillevent.com/,2 MICHELIN Stars,Worth a detour,106.47,295.75
538,L'Abysse au Pavillon Ledoyen,"8 avenue Dutuit, Paris, 75008, France",Paris,98.0,320.0,EUR,"Japanese, Creative",2.3164988,48.8662069,33153051030,https://guide.michelin.com/en/ile-de-france/paris/restaurant/l-abysse-au-pavillon-ledoyen,https://www.yannick-alleno.com/,2 MICHELIN Stars,Worth a detour,115.93400000000001,378.56
539,Anne de Bretagne,"Port de Gravette, La Plaine-sur-Mer, 44770, France",La Plaine-sur-Mer,50.0,170.0,EUR,Creative,-2.2134222,47.1547317,33240215472,https://guide.michelin.com/en/pays-de-la-loire/la-plaine-sur-mer/restaurant/anne-de-bretagne,https://www.annedebretagne.com/,2 MICHELIN Stars,Worth a detour,59.150000000000006,201.11
540,David Toutain,"29 rue Surcouf, Paris, 75007, France",Paris,110.0,270.0,EUR,"Creative, Modern Cuisine",2.3097038,48.8602663,33145501110,https://guide.michelin.com/en/ile-de-france/paris/restaurant/david-toutain,https://www.davidtoutain.com/,2 MICHELIN Stars,Worth a detour,130.13,319.41
541,Château de Beaulieu - Christophe Dufossé,"1098 route de Lillers, Busnes, 62350, France",Busnes,90.0,220.0,EUR,Modern Cuisine,2.511812,50.582466,33321688888,https://guide.michelin.com/en/hauts-de-france/busnes/restaurant/meurin,http://www.lechateaudebeaulieu.fr,2 MICHELIN Stars,Worth a detour,106.47,260.26
542,Le Puits St-Jacques,"Avenue Victor-Capoul, Pujaudran, 32600, France",Pujaudran,39.0,143.0,EUR,Creative,1.1501235,43.590856,33562074111,https://guide.michelin.com/en/occitanie/pujaudran/restaurant/le-puits-st-jacques,https://www.lepuitssaintjacques.fr/,2 MICHELIN Stars,Worth a detour,46.137,169.169
543,Les Cèdres,"25 rue Henri-Machon, Granges-les-Beaumont, 26600, France",Granges-les-Beaumont,115.0,180.0,EUR,Classic Cuisine,4.9838433,45.0502101,33475715067,https://guide.michelin.com/en/auvergne-rhone-alpes/granges-les-beaumont/restaurant/les-cedres,https://www.restaurantlescedres.fr/,2 MICHELIN Stars,Worth a detour,136.04500000000002,212.94
544,Takao Takano,"33 rue Malesherbes, Lyon, 69006, France",Lyon,50.0,160.0,EUR,Creative,4.8425758,45.7705183,33482314339,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/takao-takano,https://www.takaotakano.com/,2 MICHELIN Stars,Worth a detour,59.150000000000006,189.28
545,Villa René Lalique,"18 rue Bellevue, Wingen-sur-Moder, 67290, France",Wingen-sur-Moder,90.0,230.0,EUR,"Creative, Modern Cuisine",7.365027,48.9185,33388719898,https://guide.michelin.com/en/grand-est/wingen-sur-moder/restaurant/villa-rene-lalique,https://www.villarenelalique.com/,2 MICHELIN Stars,Worth a detour,106.47,272.09000000000003
546,Restaurant Le Meurice Alain Ducasse,"Le Meurice, 228 rue de Rivoli, Paris, 75001, France",Paris,250.0,320.0,EUR,Creative,2.3278399,48.86525,33144581055,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-meurice-alain-ducasse,https://www.alainducasse-meurice.com,2 MICHELIN Stars,Worth a detour,295.75,378.56
547,Le Chabichou by Stéphane Buron,"90 rue des Chenus, Courchevel 1850, Courchevel, 73120, France",Courchevel,195.0,345.0,EUR,Classic Cuisine,6.629984,45.41616,33479080055,https://guide.michelin.com/en/auvergne-rhone-alpes/courchevel/restaurant/le-chabichou-by-stephane-buron,https://www.chabichou-courchevel.com/,2 MICHELIN Stars,Worth a detour,230.685,408.135
548,JY'S,"3 allée du Champ-de-Mars, Colmar, 68000, France",Colmar,69.0,194.0,EUR,Creative,7.3521474,48.0755316,33389215360,https://guide.michelin.com/en/grand-est/colmar/restaurant/jy-s,https://www.jean-yves-schillinger.com/,2 MICHELIN Stars,Worth a detour,81.62700000000001,229.502
549,La Grenouillère,"19 rue de la Grenouillère, La Madelaine-sous-Montreuil, 62170, France",La Madelaine-sous-Montreuil,155.0,215.0,EUR,"Modern Cuisine, Creative",1.75472,50.47092,33321060722,https://guide.michelin.com/en/hauts-de-france/la-madelaine-sous-montreuil/restaurant/la-grenouillere,https://www.lagrenouillere.fr/,2 MICHELIN Stars,Worth a detour,183.365,254.345
550,Casadelmar,"7 km par route de la plage de Palombaggia, Porto-Vecchio, 20137, France",Porto-Vecchio,190.0,270.0,EUR,Modern Cuisine,9.3099771,41.5948102,33495723434,https://guide.michelin.com/en/corse/porto-vecchio/restaurant/casadelmar,https://www.casadelmar.fr/,2 MICHELIN Stars,Worth a detour,224.77,319.41
551,La Table Lionel Giraud,"Rond-point de la Liberté - 68 avenue du Général-Leclerc, Narbonne, 11100, France",Narbonne,80.0,145.0,EUR,Creative,2.9921269,43.1742548,33468413737,https://guide.michelin.com/en/occitanie/narbonne/restaurant/la-table-saint-crescent,https://maison.saintcrescent.com,2 MICHELIN Stars,Worth a detour,94.64,171.535
552,La Fourchette des Ducs,"6 rue de la Gare, Obernai, 67210, France",Obernai,155.0,245.0,EUR,Creative,7.4882994,48.4621258,33388483338,https://guide.michelin.com/en/grand-est/obernai/restaurant/la-fourchette-des-ducs,http://www.lafourchettedesducs.com/,2 MICHELIN Stars,Worth a detour,183.365,289.83500000000004
553,Sur Mesure par Thierry Marx,"Mandarin Oriental, 251 rue Saint-Honoré, Paris, 75001, France",Paris,85.0,195.0,EUR,Creative,2.3269216,48.8671459,33170987125,https://guide.michelin.com/en/ile-de-france/paris/restaurant/sur-mesure-par-thierry-marx,https://www.mandarinoriental.fr/paris,2 MICHELIN Stars,Worth a detour,100.555,230.685
554,Py-r,"19 descente de la Halle-aux-Poissons, Toulouse, 31000, France",Toulouse,78.0,98.0,EUR,Modern Cuisine,1.4408583,43.599313,33561255152,https://guide.michelin.com/en/occitanie/toulouse/restaurant/py-r,https://www.py-r.com/,2 MICHELIN Stars,Worth a detour,92.274,115.93400000000001
555,Marsan par Hélène Darroze,"4 rue d'Assas, Paris, 75006, France",Paris,95.0,420.0,EUR,Modern Cuisine,2.3278298,48.85008,33142220011,https://guide.michelin.com/en/ile-de-france/paris/restaurant/marsan-par-helene-darroze,https://www.helenedarroze.com/,2 MICHELIN Stars,Worth a detour,112.385,496.86
556,Le Gabriel - La Réserve Paris,"La Réserve Paris, 42 avenue Gabriel, Paris, 75008, France",Paris,75.0,195.0,EUR,Modern Cuisine,2.3134422,48.8696576,33158366050,https://guide.michelin.com/en/ile-de-france/paris/restaurant/le-gabriel476630,https://www.lareserve-paris.com/,2 MICHELIN Stars,Worth a detour,88.72500000000001,230.685
557,La Palme d'Or,"73 boulevard de la Croisette, Cannes, 06400, France",Cannes,168.0,260.0,EUR,Creative,7.0302834,43.5479133,33492987414,https://guide.michelin.com/en/provence-alpes-cote-dazur/cannes/restaurant/la-palme-d-or,http://www.lapalmedor-restaurant.fr,2 MICHELIN Stars,Worth a detour,198.744,307.58000000000004
558,Jean-Luc Tartarin,"73 avenue Foch, Le Havre, 76600, France",Le Havre,48.0,135.0,EUR,"Modern Cuisine, Creative",0.1031042,49.493762,33235454620,https://guide.michelin.com/en/normandie/le-havre/restaurant/jean-luc-tartarin,https://www.jeanluc-tartarin.com/,2 MICHELIN Stars,Worth a detour,56.784000000000006,159.705
559,Le Coquillage,"Lieu-dit Le Buot, Cancale, 35350, France",Cancale,95.0,165.0,EUR,"Creative, Seafood",-1.8711232,48.6430654,33299896476,https://guide.michelin.com/en/bretagne/cancale/restaurant/le-coquillage,https://www.roellinger-bricourt.com/,2 MICHELIN Stars,Worth a detour,112.385,195.19500000000002
560,L'Atelier d'Edmond,"Le Fornet, Val-d'Isère, 73150, France",Val-d'Isère,58.0,210.0,EUR,Creative,7.0096222,45.4499856,33479000082,https://guide.michelin.com/en/auvergne-rhone-alpes/val-d-isre/restaurant/l-atelier-d-edmond,https://www.atelier-edmond.com/,2 MICHELIN Stars,Worth a detour,68.614,248.43
561,Yoann Conte,"13 Vieille-Route-des-Pensières, Veyrier-du-Lac, 74290, France",Veyrier-du-Lac,180.0,330.0,EUR,Creative,6.1721665,45.8890126,33450099749,https://guide.michelin.com/en/auvergne-rhone-alpes/veyrier-du-lac/restaurant/yoann-conte,https://www.yoann-conte.com/,2 MICHELIN Stars,Worth a detour,212.94,390.39000000000004
562,La Villa Madie,"Avenue du Revestel, Cassis, 13260, France",Cassis,140.0,250.0,EUR,"Creative, Mediterranean Cuisine",5.544944,43.2110889,33496180000,https://guide.michelin.com/en/provence-alpes-cote-dazur/cassis/restaurant/la-villa-madie,http://www.lavillamadie.com,2 MICHELIN Stars,Worth a detour,165.62,295.75
563,Le Skiff Club,"1 avenue Louis-Gaume, Pyla-sur-Mer, 33115, France",Pyla-sur-Mer,170.0,210.0,EUR,Modern Cuisine,-1.2068742,44.6063706,33556220606,https://guide.michelin.com/en/nouvelle-aquitaine/pyla-sur-mer/restaurant/le-skiff-club,https://www.haaitza.com/,2 MICHELIN Stars,Worth a detour,201.11,248.43
564,Michel Sarran,"21 boulevard Armand-Duportal, Toulouse, 31000, France",Toulouse,65.0,180.0,EUR,Creative,1.4345204,43.6072744,33561123232,https://guide.michelin.com/en/occitanie/toulouse/restaurant/michel-sarran,https://www.michel-sarran.com/,2 MICHELIN Stars,Worth a detour,76.89500000000001,212.94
565,Auberge de l'Ill,"2 rue de Collonges-au-Mont-d'Or, Illhaeusern, 68970, France",Illhaeusern,120.0,247.0,EUR,Classic Cuisine,7.433164,48.1843767,33389718900,https://guide.michelin.com/en/grand-est/illhaeusern/restaurant/auberge-de-l-ill,https://www.auberge-de-l-ill.com/,2 MICHELIN Stars,Worth a detour,141.96,292.201
566,William Frachot,"Hostellerie du Chapeau Rouge, 5 rue Michelet, Dijon, 21000, France",Dijon,62.0,172.0,EUR,Creative,5.0356396,47.3212722,33380508888,https://guide.michelin.com/en/bourgogne-franche-comte/dijon/restaurant/william-frachot,http://www.chapeau-rouge.fr,2 MICHELIN Stars,Worth a detour,73.346,203.476
567,La Merise,"7 rue d'Eschbach, Laubach, 67580, France",Laubach,79.0,157.0,EUR,Modern Cuisine,7.7225409,48.8796819,33388900261,https://guide.michelin.com/en/grand-est/laubach/restaurant/la-merise,https://www.lamerise.alsace/,2 MICHELIN Stars,Worth a detour,93.45700000000001,185.731
568,L'Auberge des Glazicks,"7 rue de la Plage, Plomodiern, 29550, France",Plomodiern,75.0,190.0,EUR,Creative,-4.2351146,48.1804523,33298815232,https://guide.michelin.com/en/bretagne/plomodiern/restaurant/l-auberge-des-glazicks,https://www.aubergedesglazick.com/,2 MICHELIN Stars,Worth a detour,88.72500000000001,224.77
569,ex Maison Jeunet/Hôtel de Paris,"9 rue de l'Hôtel-de-Ville, Arbois, 39600, France",Arbois,65.0,155.0,EUR,Creative,5.7726748,46.902792,33384660567,https://guide.michelin.com/en/bourgogne-franche-comte/arbois/restaurant/maison-jeunet,https://www.maison-jeunet.com/,2 MICHELIN Stars,Worth a detour,76.89500000000001,183.365
570,Bras,"Route de l'Aubrac, Laguiole, 12210, France",Laguiole,170.0,245.0,EUR,Creative,2.8992347,44.678547,33565511820,https://guide.michelin.com/en/occitanie/laguiole/restaurant/bras,https://www.bras.fr/,2 MICHELIN Stars,Worth a detour,201.11,289.83500000000004
571,La Voile - La Réserve Ramatuelle,"Chemin de la Quessine, Ramatuelle, 83350, France",Ramatuelle,160.0,210.0,EUR,Modern Cuisine,6.6496163,43.1906565,33494449444,https://guide.michelin.com/en/provence-alpes-cote-dazur/ramatuelle/restaurant/la-voile,https://www.lareserve-ramatuelle.com/,2 MICHELIN Stars,Worth a detour,189.28,248.43
572,La Table de Franck Putelat,"80 chemin des Anglais, au Sud de la Cité, Carcassonne, 11000, France",Carcassonne,75.0,230.0,EUR,Modern Cuisine,2.36468,43.20386,33468718080,https://guide.michelin.com/en/occitanie/carcassonne/restaurant/la-table-de-franck-putelat,https://www.franck-putelat.com/,2 MICHELIN Stars,Worth a detour,88.72500000000001,272.09000000000003
573,La Chèvre d'Or,"Rue du Barri, Èze, 06360, France",Èze,135.0,280.0,EUR,Creative,7.3620885,43.727378,33492106661,https://guide.michelin.com/en/provence-alpes-cote-dazur/ze/restaurant/la-chevre-d-or,https://www.chevredor.com/,2 MICHELIN Stars,Worth a detour,159.705,331.24
574,La Maison d'à Côté,"17 rue de Chambord, Montlivault, 41350, France",Montlivault,57.0,218.0,EUR,"Modern Cuisine, Creative",1.4451819,47.6411034,33254206230,https://guide.michelin.com/en/centre-val-de-loire/montlivault/restaurant/la-maison-d-a-cote,https://www.lamaisondacote.fr/,2 MICHELIN Stars,Worth a detour,67.431,257.894
575,Mère Brazier,"12 rue Royale, Lyon, 69001, France",Lyon,90.0,300.0,EUR,Classic Cuisine,4.8372034,45.7714309,33478231720,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/mere-brazier,https://www.lamerebrazier.fr/,2 MICHELIN Stars,Worth a detour,106.47,354.90000000000003
576,La Grand'Vigne - Les Sources de Caudalie,"Chemin de Smith-Haut-Lafitte, Martillac, 33650, France",Martillac,165.0,205.0,EUR,Modern Cuisine,-0.5572,44.73119,33557838383,https://guide.michelin.com/en/nouvelle-aquitaine/martillac/restaurant/la-grand-vigne,https://www.sources-caudalie.com/,2 MICHELIN Stars,Worth a detour,195.19500000000002,242.51500000000001
577,Maison Aribert,"280 allée du Jeune-Bayard, Uriage-les-Bains, 38410, France",Uriage-les-Bains,115.0,195.0,EUR,Creative,5.8315479,45.1417394,33458174830,https://guide.michelin.com/en/auvergne-rhone-alpes/uriage-les-bains/restaurant/maison-aribert,https://www.maisonaribert.com/,2 MICHELIN Stars,Worth a detour,136.04500000000002,230.685
578,Flaveur,"25 rue Gubernatis, Nice, 06000, France",Nice,100.0,200.0,EUR,Creative,7.2718302,43.7014072,33493625395,https://guide.michelin.com/en/provence-alpes-cote-dazur/nice/restaurant/flaveur,https://www.restaurant-flaveur.com/,2 MICHELIN Stars,Worth a detour,118.30000000000001,236.60000000000002
579,Ma Langue Sourit,"1 rue Remich, Oetrange, 5331, Luxembourg",Oetrange,60.0,160.0,EUR,Modern Cuisine,6.2493973,49.5978074,35226352031,https://guide.michelin.com/en/luxembourg/oetrange/restaurant/ma-langue-sourit,https://www.mls.lu/,2 MICHELIN Stars,Worth a detour,70.98,189.28
580,bon bon,"avenue de Tervueren 453, Woluwe-Saint-Pierre, 1150, Belgium",Woluwe-Saint-Pierre,235.0,245.0,EUR,"Creative, Organic",4.44663,50.822776,3223466615,https://guide.michelin.com/en/bruxelles-capitale/woluwe-saint-pierre/restaurant/bon-bon,https://www.restaurant-bon-bon.be/,2 MICHELIN Stars,Worth a detour,278.005,289.83500000000004
581,De Jonkman,"Maalsesteenweg 438, Sint-Kruis, 8310, Belgium",Sint-Kruis,75.0,315.0,EUR,Creative,3.2777835,51.207236,3250360767,https://guide.michelin.com/en/west-vlaanderen/sint-kruis/restaurant/de-jonkman,https://www.dejonkman.be/,2 MICHELIN Stars,Worth a detour,88.72500000000001,372.64500000000004
